Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,combined,flavors
Nieux Carré,Old Fashioned Glass,,"karlsson's gold vodka, gran duque d alba solera gran reserva brandy, carpano antica vermouth, benedictine, 1 tincture peychaud's bitters, 1 tincture angostura bitters","Combine all liquid ingredients in a chilled mixing glass with cracked ice and stir for 20 seconds.
Double strain the cocktail over a large cube placed in an old-fashioned glass.
Garnish with a lemon twist making sure to release all the essential oils out of the twist. Also make sure to rub the entire rim of the glass with the twist before dropping it into the cocktail.",0,0,0,0,0,0,1,"karlsson's gold vodka, gran duque d alba solera gran reserva brandy, carpano antica vermouth, benedictine, 1 tincture peychaud's bitters, 1 tincture angostura bitters,bitter",",bitter"
Nigamono,Double Old Fashioned Glass,,"nikka coffey grain whisky, maurin quina, luxardo amaro abano",Stir. Use large ice cube.,0,0,0,0,0,0,0,"nikka coffey grain whisky, maurin quina, luxardo amaro abano",
Nikka Coffey Grain Perfect Manhattan,Cocktail Glass,,"nikka coffey grain whisky, tempus fugit alessio vermouth di torino rosso, dolin vermouth, 2 dash tempus fugit abbott's bitters","In mixing glass or cocktail shaker filled with ice, combine whiskey, vermouth, and bitters. Stir well, about 20 seconds, then strain into cocktail glass. Add cherry and serve.",0,0,0,0,0,0,1,"nikka coffey grain whisky, tempus fugit alessio vermouth di torino rosso, dolin vermouth, 2 dash tempus fugit abbott's bitters,bitter",",bitter"
Nikka Coffey Malt Old Fashioned,Old Fashioned Glass,,"nikka coffey malt whisky, demerara syrup, 4 dash tempus fugit abbott's bitters","In an old fashioned glass, muddle the lemon peel with the bitters and demerara syrup, just enough to bruise the peel and release its oils. Add Coffey Malt and ice, and stir for 20 to 30 seconds, or until well chilled.",0,0,0,0,0,1,1,"nikka coffey malt whisky, demerara syrup, 4 dash tempus fugit abbott's bitters,sweet,bitter",",sweet,bitter"
Nikka Earl Grey,Rocks Glass,,"nikka whisky taketsuru pure malt 12 yo, honey, earl grey syrup,   smoked malt",Stir over ice and serve in a rocks glass.,0,0,0,0,0,1,0,"nikka whisky taketsuru pure malt 12 yo, honey, earl grey syrup,   smoked malt,sweet",",sweet"
No.3 & T,Rocks Glass,,"no.3 london dry gin, 1 lemon lemon, 1 fill tonic water",Pour No.3 gin into a highball glass over ice cubes. Add a slice of lemon and stir. Top up with tonic water to taste.,0,1,0,0,0,0,0,"no.3 london dry gin, 1 lemon lemon, 1 fill tonic water,citrus",",citrus"
No.3 Bramble,Rocks Glass,,"no.3 london dry gin, fresh lemon juice, briottet creme de mure (blackberry), pages elderflower syrup, 1 dash angostura bitters (optional)",Shake all ingredients well in cocktail shaker. Strain into ice filled rock glass. Top with soda.,0,1,0,1,0,0,1,"no.3 london dry gin, fresh lemon juice, briottet creme de mure (blackberry), pages elderflower syrup, 1 dash angostura bitters (optional),citrus,fruity,bitter",",citrus,fruity,bitter"
No.3 Negroni,,,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter",Mix all the liquid contents together in a heavy-bottomed tumbler with ice. Stir. Add a slice of orange and lemon zest to decorate.,0,0,0,0,0,0,1,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter,bitter",",bitter"
Nola '75,Champagne Flute,,"junipero gin, pages elderflower syrup, fresh lemon juice,  oz champagne (sparkling wine)","Shake first three ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with chilled champagne, or sparkling wine.",0,1,0,0,0,0,0,"junipero gin, pages elderflower syrup, fresh lemon juice,  oz champagne (sparkling wine),citrus",",citrus"
Nuestra Julep,,,"high west oat whisky, king's ginger liqueur, peach shrub, lime, 1 dash angostura bitters, 1 dash grapefruit bitters",Add all ingredients together.,0,1,0,1,0,0,1,"high west oat whisky, king's ginger liqueur, peach shrub, lime, 1 dash angostura bitters, 1 dash grapefruit bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Oaxacan Martini,Coupe,,"mezcal, mandarine napoleon, lime juice, castelvetrano olive brine, 3 dash fennel bitters",Shake all ingredients for 10-15 seconds (over shaking will over dilute) and fine strain into chilled coupe glass. Garnish with Xoconostle (sour prickly pear) and a stuffed Castelvetrano olive.,0,1,1,0,0,0,1,"mezcal, mandarine napoleon, lime juice, castelvetrano olive brine, 3 dash fennel bitters,citrus,herbaceous,bitter",",citrus,herbaceous,bitter"
Obituary Cocktail,,,"mansinthe absinthe, genevieve gin, tempus fugit alessio extra dry vermouth",Stir with ice. Strain into a cocktail glass.,0,0,0,0,0,0,0,"mansinthe absinthe, genevieve gin, tempus fugit alessio extra dry vermouth",
Ode to Kinshi,Coupe,,"nikka whisky yoichi single malt 15 yo, cocchi americano rosa, luxardo amaro abano, 5 dash bittermens xocolatl mole bitters",Place all ingredients into a Yarai mixing glass with ice and stir. Strain into a coupe. Garnish with an apple slice.,0,0,0,0,0,0,1,"nikka whisky yoichi single malt 15 yo, cocchi americano rosa, luxardo amaro abano, 5 dash bittermens xocolatl mole bitters,bitter",",bitter"
Off the Radar,Collins,,"junipero gin, lemon juice, luxardo maraschino liqueur, liqueur de violette, 3-tonic water","Add gin, lemon juice, maraschino liqueur, and liqueur de violette to a collins glass filled with ice. Add tonic water; stir to combine. Garnish with a lemon wheel.",1,1,0,0,0,0,0,"junipero gin, lemon juice, luxardo maraschino liqueur, liqueur de violette, 3-tonic water,floral,citrus",",floral,citrus"
Old Fashioned,Old-fashioned glass,Unforgettables,"bourbon,angostura bitters,sugar,water","Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",0,0,0,0,0,1,1,"bourbon,angostura bitters,sugar,water,sweet,bitter",",sweet,bitter"
Old Tom and The Sea,,,"old tom gin, tempus fugit alessio vermouth bianco, luxardo sangue morlacco cherry liqueur, lemon juice","Combine the ingredients. Shake and strain over ice. Lemon and/or cherry flag garnish.

Add soda water if you'd like to water it down.",0,1,0,1,0,0,0,"old tom gin, tempus fugit alessio vermouth bianco, luxardo sangue morlacco cherry liqueur, lemon juice,citrus,fruity",",citrus,fruity"
On the Flipside,Coupe,,"pink pigeon rum, lime juice, simple syrup, 2  mint leaves, muddled, 3  cucumber slices, muddled",Muddle 3-4 cucumber slices and a couple mint leaves. Shake and strain into martini or coupe glass. Garnish with lime or mint or cucumber.,0,1,0,0,0,1,0,"pink pigeon rum, lime juice, simple syrup, 2  mint leaves, muddled, 3  cucumber slices, muddled,citrus,sweet",",citrus,sweet"
On the Wings of Eagles,Rocks Glass,,"h by hine, rye whiskey, green chartreuse, 2 dash lemon bitters, 1 splash fernet-branca","Add cognac, rye, Chartreuse and bitters to a mixing glass with ice, and stir until cold. Add splash of fernet to a rocks glass, roll the glass to coat the sides, and discard the excess. Add one large ice cube to the glass, strain the drink over the cube, and garnish with a mint sprig.",0,1,0,0,0,0,1,"h by hine, rye whiskey, green chartreuse, 2 dash lemon bitters, 1 splash fernet-branca,citrus,bitter",",citrus,bitter"
Orange Batida,,,"2 1/orange juice, 1 1/ypiòca, 1-2 tbsp sugar","Put 1 1/2 ounces, 2 1/2 ounces orange juice, and 1-2 tablespoons of sugar in a shaker. Add ice cubes and shake for a few seconds. Put in glass and serve.",0,1,0,0,0,1,0,"2 1/orange juice, 1 1/ypiòca, 1-2 tbsp sugar,citrus,sweet",",citrus,sweet"
Orange Crush,Rocks Glass,,glenrothes vintage reserve,Pour over crushed ice with zest. Garnish with an orange peel.,0,0,0,0,0,0,0,glenrothes vintage reserve,
Orchard Malt Mule,Collins,,"glenrothes vintage reserve, st. elizabeth allspice dram, apple cider, belle brillet, lemon, 2 dash angostura bitters, ginger beer",Shake and 2x strain into a collins glass. Garnish with a lemon wheel and Luxardo Cherry.,0,1,0,1,0,0,1,"glenrothes vintage reserve, st. elizabeth allspice dram, apple cider, belle brillet, lemon, 2 dash angostura bitters, ginger beer,citrus,fruity,bitter",",citrus,fruity,bitter"
P.T. Barnum Cocktail,Martini,,"no.3 london dry gin, luxardo apricot liqueur, fresh lemon juice , 1 dash angostura bitters",Shake all ingredients well in cocktail shaker. Strain into chilled martini glass or cocktail coupe.,0,1,0,1,0,0,1,"no.3 london dry gin, luxardo apricot liqueur, fresh lemon juice , 1 dash angostura bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Pacific Breeze,Collins,,"luxardo triplum (triple sec), watermelon liqueur, cranberry juice,  oz fresh lime sweet n' sour mix",Pour all ingredients in a shaker with ice. Shake and strain over ice into a Collins or Pilsner glass.,0,1,0,1,0,0,0,"luxardo triplum (triple sec), watermelon liqueur, cranberry juice,  oz fresh lime sweet n' sour mix,citrus,fruity",",citrus,fruity"
Pacific Kick,Old Fashioned Glass,,"japanese whisky, amaro angeleno, luxardo orgeat syrup, lemon juice",Fill shaker with ingredients and ice. Shake. Strain into old fashioned or rocks glass filled with ice.,0,1,0,0,0,0,0,"japanese whisky, amaro angeleno, luxardo orgeat syrup, lemon juice,citrus",",citrus"
Padova Collins,,,"pear flavored vodka, luxardo limoncello, luxardo sambuca dei cesari, fresh sweet n' sour mix, lemon lime soda",Shake the first four ingredients with ice then strain into a tall glass filled with ice and top with lemon lime soda. Stir and serve.,0,1,0,1,0,0,0,"pear flavored vodka, luxardo limoncello, luxardo sambuca dei cesari, fresh sweet n' sour mix, lemon lime soda,citrus,fruity",",citrus,fruity"
Palais Royal,Wine Glass,,"champagne, h by hine, cherry brandy, 1 tsp lemon juice",Pour ingredients into a wine glass half-filled with crushed ice. Garnish with a half-slice of lemon and a maraschino cherry.,0,1,0,1,0,0,0,"champagne, h by hine, cherry brandy, 1 tsp lemon juice,citrus,fruity",",citrus,fruity"
Palermo Breeze,Collins,,"luxardo bitter bianco, velvet falernum, lime, passion fruit syrup, belstar sparkling rose",Shake first 4 ingredients and strain into collins. Top with pebble ice. Top with the rose. Garnish with a basil and a lime flower for aromatics.,1,1,0,0,0,0,1,"luxardo bitter bianco, velvet falernum, lime, passion fruit syrup, belstar sparkling rose,floral,citrus,bitter",",floral,citrus,bitter"
Pants off Dance off,,,"barsol perfecto amor (aperitif wine), lime juice, junipero gin, grenadine, 1 dash angostura bitters, 1 drop bittermens burlesque bitters",Shake and top with Anchor Steam.,0,1,0,0,0,0,1,"barsol perfecto amor (aperitif wine), lime juice, junipero gin, grenadine, 1 dash angostura bitters, 1 drop bittermens burlesque bitters,citrus,bitter",",citrus,bitter"
Paradiso Sun,Nick & Nora,,"junipero gin, lime sour, orange juice, dry curacao",Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with orange slice and 1 bar spoon juniper berries.,0,1,0,0,0,0,0,"junipero gin, lime sour, orange juice, dry curacao,citrus",",citrus"
Parisian Manhattan,Old Fashioned Glass,,"h by hine, cocchi americano rosa, 1 dash angostura bitters, 3 drops bittercube cherry bark vanilla bitters",Stir and pour over ice in an old fashioned glass. Garnish with an orange peel.,0,0,0,1,0,0,1,"h by hine, cocchi americano rosa, 1 dash angostura bitters, 3 drops bittercube cherry bark vanilla bitters,fruity,bitter",",fruity,bitter"
Party in the Agave Fields,,,"mezcal, luxardo triplum (triple sec), luxardo amaro abano, 3 dash tempus fugit abbott's bitters",Stir over 1 large rock. Garnish with zest of an orange peel.,0,0,0,1,0,0,1,"mezcal, luxardo triplum (triple sec), luxardo amaro abano, 3 dash tempus fugit abbott's bitters,fruity,bitter",",fruity,bitter"
Passion Fruit Batida,,,"1-2 tbsp sugar, 1 1/ypiòca,   passion fruit","Put 1/2 passion fruit inner part in a blender, 1-2 tablespoons of sugar and 50ml ( 1 1/2 ounces) of Ypiòca. Mix for a few seconds. Filter in a glass and serve with ice.",0,0,0,0,0,1,0,"1-2 tbsp sugar, 1 1/ypiòca,   passion fruit,sweet",",sweet"
Passionate Pigeon ,Collins,,"pink pigeon rum, lychee juice, .5  lime, juiced, 1  passion fruit, 1 float ginger beer","In a mixing glass, combine Pink Pigeon Rum, Lychee Juice and the juice from 1/2 a lime. Add the pulp of one passion fruit (to prep passion fruit: cut in half, setting aside a small slice for garnish and scoop out the pulp and drop both the pulp and peel into the glass). Add ice and shake vigorously. Pour in a tall glass over ice, top with ginger beer.  Garnish with the passion fruit wedge to serve.",0,1,0,0,0,0,0,"pink pigeon rum, lychee juice, .5  lime, juiced, 1  passion fruit, 1 float ginger beer,citrus",",citrus"
PB&K Old Fashioned,Rocks Glass,,"karlsson's gold vodka, cognac, benedictine, 1 tincture angostura bitters, 1 tincture peychaud's bitters, 1 pc lemon twist, 1 pc orange twist,   peanut butter powder",Wet half of the rim of a 13 oz. rocks glass with Benedictine. Shake off the excess Benedictine to avoid clumping on the rim and dip it into the peanut butter powder. Flick the glass to shake the excess powder off. Place the glass in a cooler to chill the glass. In a frozen mixing glass combine all liquid ingredients with equal parts cracked ice and whole hard ice. Stir the cocktail for 45 seconds. Remove the glass from the cooler and place a 2 in. hard ice cube in it. Double strain the cocktail into the glass. Spritz the cocktail with both of the twists. Make sure to release all the essential oils into the cocktail. Discard the twists.,0,1,0,0,0,0,1,"karlsson's gold vodka, cognac, benedictine, 1 tincture angostura bitters, 1 tincture peychaud's bitters, 1 pc lemon twist, 1 pc orange twist,   peanut butter powder,citrus,bitter",",citrus,bitter"
PDA,,,"new york apple whiskey, king's ginger liqueur, lemon, lemongrass ginger syrup, egg white","Muddled ginger root. Shaken, served up, cinnamon stick and apple to garnish.",0,1,0,1,0,0,0,"new york apple whiskey, king's ginger liqueur, lemon, lemongrass ginger syrup, egg white,citrus,fruity",",citrus,fruity"
Peace Daiquiri,Coupe,,"pink pigeon rum, luxardo maraschino liqueur, fresh lime juice, simple syrup, fresh grapefruit juice","Add all ingredients into shaking tin. Add ice cubes to tin. Shake vigorously and strain into coupe. Garnish with Luxardo Maraschino Cherry.
",0,1,0,1,0,1,0,"pink pigeon rum, luxardo maraschino liqueur, fresh lime juice, simple syrup, fresh grapefruit juice,citrus,fruity,sweet",",citrus,fruity,sweet"
Peach Batida,,,"peach juice, 1 1/condensed milk, 1 1/ypiòca , 1 tbsp sugar","Put 3 ounces of peach juice, 1 1/2 ounces of Ypiòca, 1 1/2 ounces of condensed milk and 1 tablespoon of sugar in a shaker. Add ice cubes, shake well and serve.",0,0,0,1,0,1,0,"peach juice, 1 1/condensed milk, 1 1/ypiòca , 1 tbsp sugar,fruity,sweet",",fruity,sweet"
Peachy Keane,Old Fashioned Glass,,"old forester bourbon, king's ginger liqueur, giffard crème de pêche de vigne, honey syrup (local honey cut 2:1 with water), lemon juice, 1  egg white, 1 dash angostura bitters",Combine all ingredients except the bitters and dry shake. Add ice and shake again. Strain over fresh ice into a double old fashioned glass. Dash bitters over the top of the cocktail. Garnish with a dried peach and a piece of candied ginger.,0,1,0,0,0,1,1,"old forester bourbon, king's ginger liqueur, giffard crème de pêche de vigne, honey syrup (local honey cut 2:1 with water), lemon juice, 1  egg white, 1 dash angostura bitters,citrus,sweet,bitter",",citrus,sweet,bitter"
Pear and Cranberry Fizz,Highball Glass,,"karlsson's gold vodka, fresh lemon juice, rothman & winter orchard pear liqueur, cranberry juice, 1 tincture fee brothers cranberry bitters, 10  fresh cranberries",In a Boston shaker combine and muddle the fresh lemon juice and cranberries. Add the remaining liquid ingredients except the club soda with hard ice and shake vigorously for 20 seconds pour directly into a highball add a little more ice to fill the glass and top with the club soda. Garnish with a few pear slices and fresh cranberries.,0,1,0,1,0,0,1,"karlsson's gold vodka, fresh lemon juice, rothman & winter orchard pear liqueur, cranberry juice, 1 tincture fee brothers cranberry bitters, 10  fresh cranberries,citrus,fruity,bitter",",citrus,fruity,bitter"
Peruvian Wish (Adapted),,,"barsol pisco, luxardo amaro abano, luxardo maraschino liqueur","Stir ingredients in a mixing glass over an ice sphere(if available) then strain and serve into a chilled cocktail glass filled with the same ice sphere. Garnish with lemon balm and grapefruit peel.

",0,0,0,0,0,0,0,"barsol pisco, luxardo amaro abano, luxardo maraschino liqueur",
