,Cocktail Name,Glass,Ingredients,Instructions,combined,flavors,popularity
401,Peachy Keane,Old Fashioned Glass,"old forester bourbon, king's ginger liqueur, giffard crème de pêche de vigne, honey syrup (local honey cut 2:1 with water), lemon juice, 1  egg white, 1 dash angostura bitters",Combine all ingredients except the bitters and dry shake. Add ice and shake again. Strain over fresh ice into a double old fashioned glass. Dash bitters over the top of the cocktail. Garnish with a dried peach and a piece of candied ginger.,"old forester bourbon, king's ginger liqueur, giffard crème de pêche de vigne, honey syrup (local honey cut 2:1 with water), lemon juice, 1  egg white, 1 dash angostura bitters,citrus,sweet,bitter","bitter, citrus, sweet",9.695797039323176
402,Pear and Cranberry Fizz,Highball Glass,"karlsson's gold vodka, fresh lemon juice, rothman & winter orchard pear liqueur, cranberry juice, 1 tincture fee brothers cranberry bitters, 10  fresh cranberries",In a Boston shaker combine and muddle the fresh lemon juice and cranberries. Add the remaining liquid ingredients except the club soda with hard ice and shake vigorously for 20 seconds pour directly into a highball add a little more ice to fill the glass and top with the club soda. Garnish with a few pear slices and fresh cranberries.,"karlsson's gold vodka, fresh lemon juice, rothman & winter orchard pear liqueur, cranberry juice, 1 tincture fee brothers cranberry bitters, 10  fresh cranberries,citrus,fruity,bitter","bitter, citrus, fruity",1.6473772847789587
403,Peruvian Wish (Adapted),,"barsol pisco, luxardo amaro abano, luxardo maraschino liqueur","Stir ingredients in a mixing glass over an ice sphere(if available) then strain and serve into a chilled cocktail glass filled with the same ice sphere. Garnish with lemon balm and grapefruit peel.

","barsol pisco, luxardo amaro abano, luxardo maraschino liqueur",sweet,1.4508802819525315
404,Peter Pumpkin,,"junipero gin, orange liquor, house-made spiced pumpkin puree, lemon juice, ginger syrup, 1  egg white,  top apple cider","Combine all ingredients in a shaker, except the apple cider. Shake vigorously. Strain over ice. Top with apple cider. Garnish with shaved cinnamon and nutmeg.","junipero gin, orange liquor, house-made spiced pumpkin puree, lemon juice, ginger syrup, 1  egg white,  top apple cider,citrus,fruity","citrus, fruity",1.689542658788352
405,Phad Thai,Rocks Glass,"karlsson's gold vodka, nigori sake (unfiltered), fresh shibori yuzu juice, simple syrup (2:1 sugar water), .5 pc thai chili, 4-5 sprigs fresh cilantro (stems on)","In the small tin of a Boston shaker set, combine the cilantro sprigs, thai chili, yuzu juice, simple syrup and a small piece of ice. Muddle these ingredients well. Add the remaining liquid ingredients to the shaker with cracked ice and shake vigorously for 20 seconds. 
Double strain the cocktail over ice into a 13 oz. rocks glass. 
Garnish with the Thai chili piece and the cilantro sprig.","karlsson's gold vodka, nigori sake (unfiltered), fresh shibori yuzu juice, simple syrup (2:1 sugar water), .5 pc thai chili, 4-5 sprigs fresh cilantro (stems on),sweet",sweet,1.65683121835359
406,Phineas Flip,Highball Glass,"english harbour rum, king's ginger liqueur, 1 whole egg",Shake vigorously. Strain into highball glass. Top with Ale. Grated nutmeg.,"english harbour rum, king's ginger liqueur, 1 whole egg",,2.54923961853657
407,Picadilly,Coupe,"no.3 london dry gin, pimms, 1 bsp luxardo amaretto di saschira, fresh lime juice, simple syrup, 5 leaves basil leaves","Combine ingredients into a mixing glass, add ice and shake until properly diluted. Double strain into a glass over fresh ice, garnish with a cucumber wheel.","no.3 london dry gin, pimms, 1 bsp luxardo amaretto di saschira, fresh lime juice, simple syrup, 5 leaves basil leaves,citrus,sweet","citrus, herbaceous, sweet",2.053735812727015
408,Piedra de sol,,"mezcal, montenegro amaro liquore italiano, calisaya liqueur, 2 dash regans' orange bitters no. 6",Stir and garnish lemon peel.,"mezcal, montenegro amaro liquore italiano, calisaya liqueur, 2 dash regans' orange bitters no. 6,citrus,bitter","bitter, citrus",9.33563172888214
409,Pina Del Este,Rocks Glass,"luxardo amaretto di saschira, 4  lime wedges, 1  pinapple wheel, gomme syrup, 1 float pisco","Place the lime wedges and pinapple in a tumbler glass with gomme syrup and muddle briskly, then add ice and Amaretto. Stir well and serve with a float of Pisco.","luxardo amaretto di saschira, 4  lime wedges, 1  pinapple wheel, gomme syrup, 1 float pisco,citrus,fruity","citrus, fruity",3.5011201579154165
410,Pineapple Express,Coupe,"charbay ruby red grapefruit vodka, vya dry vermouth, hophead vodka, small hand foods pineapple gum syrup",Stir with ice and strain into a chilled coupe. Garnish with a grapefruit twist.,"charbay ruby red grapefruit vodka, vya dry vermouth, hophead vodka, small hand foods pineapple gum syrup,fruity",fruity,2.565803291224315
411,Pink & Black,Collins,"pink pigeon rum, coca-cola, lime juice","Combine the Pink Pigeon, the cola, and the lime juice, in a tall Collins glass full of ice cubes.","pink pigeon rum, coca-cola, lime juice,citrus",citrus,3.316767982867918
412,Pink & Ginger,Collins,"pink pigeon rum, ginger beer, lime juice","Combine the Pink Pigeon, the ginger beer, and the lime juice, in a tall Collins glass full of ice cubes.","pink pigeon rum, ginger beer, lime juice,citrus",citrus,3.316767982867918
413,Pink Colada,Collins,"pink pigeon rum, pineapple juice, cream of coconut",Pour the ingredients into a cocktail shaker filled with ice. Shake well. Strain into a chilled cocktail or Collins glass.,"pink pigeon rum, pineapple juice, cream of coconut,fruity",fruity,4.340139135309716
414,Pink Mojito,,"pink pigeon rum, simple syrup, cranberry juice, 1 fill club soda,   mint leaves, 1 whole lime, juiced","To make simple syrup, mix equal parts hot water and sugar until sugar is dissolved. Place mint in bottom of glass. Add ice and remaining ingredients except club soda then stir. Top with club soda and garnish with a mint sprig.","pink pigeon rum, simple syrup, cranberry juice, 1 fill club soda,   mint leaves, 1 whole lime, juiced,citrus,fruity,sweet","citrus, fruity, herbaceous, sweet",5.549594888144667
415,Pink Pigeon Punch,Coupe,"pink pigeon rum, agave syrup, watermelon, 2  lemon juice,  top ginger beer","Build in a large pitcher or punchbowl. Combine Pink Pigeon Rum, juice from 2 lemons and agave. Blend 7 oz. of fresh watermelon in a blender and puree to mixture. Add a generous amount of ice and stir. Top with ginger beer. Ladle or pour into coupe glasses.","pink pigeon rum, agave syrup, watermelon, 2  lemon juice,  top ginger beer,citrus,fruity,sweet","citrus, fruity, sweet",4.274495899580932
416,Pink Punch,Pitcher,"3 c pink pigeon rum, 3 c orange juice, 3 c pineapple juice, 3 c ginger ale, .25 c grenadine, 1  fresh-squeezed lime juice","Mix all ingredients in a large pitcher, add ice, and enjoy!","3 c pink pigeon rum, 3 c orange juice, 3 c pineapple juice, 3 c ginger ale, .25 c grenadine, 1  fresh-squeezed lime juice,citrus,fruity","citrus, fruity",3.226603871434523
417,Pink Ribbon,Champagne Flute,"1 cube brown sugar, soaked in peychaud's bitters, pink pigeon rum,  fill champagne",Brown sugar cube soaked in Peychaud’s Bitters. Put soaked sugar cube in glass first. Pour Pink Pigeon rum into flute over sugar cube. Fill remainder of the glass with champagne. Garnish with lemon twist.,"1 cube brown sugar, soaked in peychaud's bitters, pink pigeon rum,  fill champagne,sweet,bitter","bitter, sweet",2.8580763777325022
418,Pisco Punch,Wine Glass,"barsol selecto italia pisco, pineapple juice, fresh lime juice, simple syrup",Add all liquid ingredients into a cocktail shaker with ice. Shake well and strain into an ice filled white wine glass. Garnish by adding pineapple chunks and Luxardo Cherry.,"barsol selecto italia pisco, pineapple juice, fresh lime juice, simple syrup,citrus,fruity,sweet","citrus, fruity, sweet",4.0890136784028535
419,Pisco Punch (Adaptation by The Commissary),Coupe,"barsol selecto italia pisco, lemon juice, small hand foods pineapple gum syrup, falernum",Shake all ingredients with ice and strain into a coupe glass. Nutmeg on top for garnish.,"barsol selecto italia pisco, lemon juice, small hand foods pineapple gum syrup, falernum,citrus,fruity","citrus, fruity",1.7160101317950238
420,Pisco Punch (Adaptation by The Comstock Saloon),Flip Glass,"barsol selecto italia pisco, small hand foods pineapple gum syrup, lemon juice, 3 dash kaffir tincture","Shake, strain into a chilled flip glass with one cube. Garnish with lemon peel.","barsol selecto italia pisco, small hand foods pineapple gum syrup, lemon juice, 3 dash kaffir tincture,citrus,fruity","citrus, fruity",1.7666781404119394
421,Pisco Sour,Cocktail glass,"pisco,lemon juice,sugar,ice","Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.[1]","pisco,lemon juice,sugar,ice,citrus,sweet","citrus, sweet",1.8607231597750924
422,Pisco Sour,,"barsol primero quebranta pisco, fresh lime juice, simple syrup, egg white, 3 dash angostura bitters","First, dry shake all ingredients. Then, shake all ingredients vigorous with ice and strain into a cocktail glass. Garnish with 2-3 drops of Angostura bitters on top of the foam.","barsol primero quebranta pisco, fresh lime juice, simple syrup, egg white, 3 dash angostura bitters,citrus,sweet,bitter","bitter, citrus, sweet",1.8607231597750924
423,Pistachio Follies,,"luxardo amaro abano, aged rum, fresh cream(not whipped), pistachio syrup",Shake ingredients with ice then strain into a cocktail glass previously swirled with chocolate syrup and rimmed with ground pistachios.,"luxardo amaro abano, aged rum, fresh cream(not whipped), pistachio syrup",,2.731809569709021
424,Platonic Snuggle,Shorty Beer,"h by hine, el dorado 12 year old rum, hamilton black jamaican pot still rum, cinnamon syrup, heavy cream,  st. elizabeth allspice dram, 1 whole egg,  top founders porter","Dry shake, strain, top with porter.","h by hine, el dorado 12 year old rum, hamilton black jamaican pot still rum, cinnamon syrup, heavy cream,  st. elizabeth allspice dram, 1 whole egg,  top founders porter,fruity",fruity,2.651576733780749
425,Playa Matalan (Mezcal Negroni),,"mezcal, tempus fugit alessio vermouth chinato, tempus fugit gran classico bitter, 2 dash tempus fugit abbott's bitters",Stir over 1 large rock. Garnish with zest of an orange peel.,"mezcal, tempus fugit alessio vermouth chinato, tempus fugit gran classico bitter, 2 dash tempus fugit abbott's bitters,bitter",bitter,1.6543239765577713
426,Polish Penance,Etched Rocks Glass,"house-made slivovitz (plum brandy), chamomile tea-infused noilly prat dry vermouth, king's ginger liqueur, 3 dash peychaud's bitters",Stir and strain. Hoshizaki ice.,"house-made slivovitz (plum brandy), chamomile tea-infused noilly prat dry vermouth, king's ginger liqueur, 3 dash peychaud's bitters,fruity,bitter","bitter, fruity",1.2891629737244243
427,Pontchartrain Punch,,"junipero gin, fresh lime juice, the genuine curacao liqueur blue, pages elderflower syrup",Shake all ingredients with lots of ice. Strain into serving glass. Top off with a splash of club soda.,"junipero gin, fresh lime juice, the genuine curacao liqueur blue, pages elderflower syrup,citrus",citrus,1.747608491163413
428,Prata Punch,,"2 part ypioca brasilizar cachaca prata reserva especial, .5 part lillet rose, .5 part guava nectar, .25 part fresh lime juice, .25 part agave,  top banfi rosa regale sparkling wine","For punch, combine Ypioca, Lillet Rose, guava nectar, lime and agave. Top with Rosa Regale sparkling and add sliced strawberries and thin-sliced lime wheels to float as garnish.

For individual cocktails, muddle 2-3 strawberry slices w/ agave and add Ypioca, guava and Lillet. Add ice and shake to chill/mix. Strain over ice and top with champagne. Garnish with thin-sliced strawberry. Remember, this is an aperitif style so it's meant to be refreshing but not necessarily sweet.","2 part ypioca brasilizar cachaca prata reserva especial, .5 part lillet rose, .5 part guava nectar, .25 part fresh lime juice, .25 part agave,  top banfi rosa regale sparkling wine,floral,citrus,sweet","citrus, floral, sweet",9.022813120528708
429,Prickly Pear Margarita,Margarita Glass,"chinaco blanco tequila, lime juice, prickly pear puree, agave",Mint salt on the rim. Garnish with mint sprig.,"chinaco blanco tequila, lime juice, prickly pear puree, agave,citrus,fruity,sweet","citrus, fruity, sweet",3.7600598944669104
430,Primo Carnera,Martini,"luxardo sangue morlacco cherry liqueur, luxardo triplum (triple sec), luxardo liquore st. antonio","Shake and strain into a martini glass, spray some absinthe on the glass.","luxardo sangue morlacco cherry liqueur, luxardo triplum (triple sec), luxardo liquore st. antonio,fruity",fruity,2.2294361333985075
431,Prince of Humbugs,Collins,"hirsch small batch reserve bourbon, luxardo bitter, cold blue bottle coffee, luxardo anisette, 2 dash peychaud's bitters",Build in collins glass. Top with soda. Orange peel.,"hirsch small batch reserve bourbon, luxardo bitter, cold blue bottle coffee, luxardo anisette, 2 dash peychaud's bitters,bitter",bitter,8.605517660147253
432,Profundo,,"hirsch small batch reserve bourbon, luxardo sangue morlacco cherry liqueur, chocolate liqueur, heavy cream flavored with hum liqueur",Pour the liquor ingredients over ice and top with half inch (about one centimeter) layer of lightly whipped cream shaken with Hum Liqueur.,"hirsch small batch reserve bourbon, luxardo sangue morlacco cherry liqueur, chocolate liqueur, heavy cream flavored with hum liqueur,fruity",fruity,2.5802785534873864
433,Pumpkin & Pecan,,"h by hine, toasted pecan syrup, lemon juice, cynar, 1 bsp spiced pumpkin butter, 2 dash cinnamon tincture",Shake. Double strain. King cube. Orange peel garnish,"h by hine, toasted pecan syrup, lemon juice, cynar, 1 bsp spiced pumpkin butter, 2 dash cinnamon tincture,citrus",citrus,1.8791035860444227
434,Radice Amara,Coupe,"luxardo bitter bianco, reisetbauer carrot eau de vie, genevieve gin","Combine ingredients in mixing glass, and stir with ice to dilution. Strain into a coupe cocktail glass. Garnish with a trimmed carrot ribbon.","luxardo bitter bianco, reisetbauer carrot eau de vie, genevieve gin,bitter",bitter,1.530857420449801
435,Raspberry Batida,Highball Glass,"ypioca brasilizar cachaca prata reserva especial, sweetened condensed coconut milk, almond milk, briottet creme de framboise (raspberry), tempus fugit creme de cacao, 1 handful fresh raspberries, 2 dash rubarb bitters","Place all ingredients in a mixing tin, muddle fresh raspberries, add ice and shake until tin is frosty. Strain into a chilled highball glass. Garnish with orange wedge.","ypioca brasilizar cachaca prata reserva especial, sweetened condensed coconut milk, almond milk, briottet creme de framboise (raspberry), tempus fugit creme de cacao, 1 handful fresh raspberries, 2 dash rubarb bitters,fruity,bitter","bitter, fruity",2.2395558977220094
