Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,popularity
The Touch  of Glass,Brandy Snifter,,"1.5 oz brandy de jerez (foie gras-infused), 2-3 drops truffle tincture,   atomized pipe tobacco essence","Pour brandy into a brandy snifter. Top with 2-3 drops of truffle tincture. Spray Pipe Tobacco Essence on wrist. Smell wrist, sip drink, and enjoy.",0,0,0,0,0,0,0,
The Twinger ,Collins,,"1.5 oz king's ginger liqueur,  top fever-tree ginger ale, 2 dash angostura bitters","Pour King's Ginger into an ice-filled collins glass. Top off with Fever-Tree Ginger Ale. Add bitters, and squeeze lime over and serve.",0,0,0,0,0,0,1,
The Windtalker,Old Fashioned Glass,,"1.5 oz hirsch small batch reserve bourbon, .75 oz luxardo amaretto di saschira, .5 oz king's ginger liqueur, .75 oz fresh lemon juice, .5 oz egg white",Shake all ingredients with ice then strain over fresh ice into an old fashioned glass.,0,1,0,0,0,0,0,
Three Flips,Snifter,,"1.5 oz no.3 london dry gin, 1.5 oz averna, .75 oz honey, 1 whole egg","Combine all ingredients, shake for 20 seconds. Add ice and shake again. Strain into a snifter. Garnish with shaved nutmeg.",0,0,0,0,0,1,0,
Thyme for Bed,Coupe,,"1.5 oz chamucos blanco tequila, .5 oz luxardo sangue morlacco cherry liqueur, .5 oz thyme simple syrup, .5 oz lime juice",Shaken.,0,1,0,1,0,1,0,
Toasted Drop,Martini,,"1.5 oz citrus-flavored vodka, .75 oz luxardo limoncello, .5 oz luxardo amaretto di saschira, 1 oz fresh sweet n' sour, .5 oz egg white",Shake all ingredients with ice then strain into a chilled cocktail glass.,0,1,0,0,0,0,0,
Tokyo Tea,Rocks Glass,,"1.5 oz nikka coffey grain whisky, 1 oz yogurt liquor, .5 oz milk, .5 oz golden sesame honey, 1 dash angostura bitters, 1 tsp matcha tea",Shake and strain into rocks glass.,0,0,0,0,0,1,1,
Trip to Jarnac,,,"1 oz h by hine, .5 oz orange juice, .75 oz lemon juice, .25 oz batavia arrack, .5 oz simple syrup, 1 dash angostura bitters",Mix all ingredients together.,0,1,0,0,0,1,1,
Tropical Bronzer,,,"1.5 oz aged rum, 1 oz luxardo amaretto di saschira, 1 oz passion fruit puree, 2 oz fresh lime sweet n' sour, 2 dash bitters, 1 float coconut foam",Shake the first five ingredients with ice then strain over fresh ice into a Collins or Tiki glass. Top with coconut foam.,0,1,0,1,0,0,1,
Under the Sun,Old Fashioned Glass,,"1.5 oz plantation pineapple rum, 1 oz barsol perfecto amor (aperitif wine), .5 oz ancho reyes, 3 dash house-made roasted banana bitters",Stir with ice and strain into an old fashioned glass over small ice cubes. Garnish with an orange twist.,0,0,0,1,0,0,1,
Venetian,,,".5 oz luxardo amaretto di saschira, .5 oz campari, .5 oz dry vermouth","Stir, strain, and serve straight up. Express zest and garnish.",0,0,0,0,0,0,0,
Vesper,Cocktail glass,New Era Drinks,"gin,vodka,lillet blanc","Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",0,0,0,0,0,0,0,
Vesper,Martini,,"2.25 oz no.3 london dry gin, .75 oz hophead vodka, .5 oz tempus fugit kina l'aero d'or",Shake with ice. Strain into chilled martini glass. Garnish with lemon peel.,0,0,0,0,0,0,0,
Vesper's Sister,Martini,,"1 oz van gogh blue vodka, 1 oz no.3 london dry gin, .5 oz lillet blanc, .25 oz st. germain",Shake ingredients very well with ice and strain into a martini glass. Garnish with lemon and orange twists.,0,0,0,0,0,0,0,
Vida Verde (Adapted),,,"1.5 oz chinaco blanco tequila, .75 oz luxardo maraschino liqueur, 1.5 oz lime sweet n' sour mix,  oz cucumber wheels,  oz sprigs of mint","Place the mint and cucumber in a mixing glass and muddle briskly, then add sour mix and liquor. Shake with ice and double strain over ice into a stemmed glass.",0,1,0,0,0,0,0,
Vieux Carré,Cocktail Glass,,".75 oz rye whiskey, .75 oz h by hine, .75 oz tempus fugit alessio vermouth bianco, 1 bsp benedictine, 2 dash angostura bitters, 2 dash peychaud's bitters","In a mixing glass, add all ingredients, then fill halfway with ice. Stir with a barspoon until chilled, about 30 seconds. Strain into a chilled cocktail glass. Rub the lemon twist around the rim, drop it in the cocktail, and serve.",0,0,0,0,0,0,1,
Vintage Reserve Sour,Rocks Glass,,"1.5 oz glenrothes vintage reserve, .5 oz lemon juice, 1 dash simple syrup",Serve in a rocks glass with an orange peel garnish and a Luxardo Cherry.,0,1,0,0,0,1,0,
Vinterpäls,Mug,,"1.5 oz karlsson's gold vodka, .5 oz luxardo amaretto di saschira, .5 oz benedictine, .5 oz orange juice, .5 oz honey","Fill a mug with very hot water to warm the glass up. Once the glass is hot, empty it and add all the liquid ingredients. Stir well until the honey is incorporated. Garnish with the clove studded orange peel and enjoy.",0,1,0,0,0,1,0,
Virgil St.,Double Rocks Glass,,"1 oz mezcal, .75 oz tempus fugit alessio vermouth di torino rosso, .5 oz old tom gin, .5 oz tempus fugit kina l'aero d'or, 1 dash duplais swiss absinthe verte","Stir, strain into absinthe rinsed double rocks glass over big cube. Garnish with lemon peel.",0,0,0,0,0,0,0,
Wabash Avenue Sour,Coupe,,"2 oz bourbon, 1 oz fresh lemon juice, .5 oz luxardo sangue morlacco cherry liqueur, .5 oz small hand foods pineapple gum syrup, .5 oz egg white","Add all ingredients and dry-shake (without ice), then add ice, and shake again. Strain into coupe and garnish with rhubarb bitters.",0,1,0,1,0,0,0,
War of the Roses,Rocks Glass,,".75 c junipero gin, .75 c c. drouin calvados selection, .5 c lemon juice, .5 c ginger-vanilla syrup, 4 dash angostura bitters, 1 bottle sparkling rose",Add all ingredients into a punch bowl. Serve in small rocks glasses.,1,1,0,0,0,0,1,
West Coast Punch,Nick & Nora,,"1.5 oz junipero gin, .75 oz pineapple juice, .5 oz monin strawberry puree, 6-7  mint leaves, .5 oz lemon sour, 1 oz lemon lime soda",Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with lime pinwheel and bing cherry.,0,1,0,1,0,0,0,
West Coast Vesper,Coupe,,"1 oz hophead vodka, 1 oz junipero gin, .5 oz maurin quina",Combine all ingredients into a mixing glass and add ice. Stir until proper dilution and strain into a chilled coupe. Garnish with an orange peel.,0,0,0,0,0,0,0,
Where's the Orgeat?,Coupe,,"2 oz h by hine, 1 oz small hand foods orgeat, .75 oz lemon juice, .5 oz luxardo apricot liqueur, 3 dash angostura bitters","Shake, strain into a chilled coupe. Garnish with lemon twist.",0,1,0,1,0,0,1,
White Lady,Coupe,,"2 oz junipero gin, .5 oz luxardo triplum (triple sec), .5 oz lemon juice, 1  egg white","Shake well with cracked ice, then strain into a chilled cocktail glass.",0,1,0,1,0,0,0,
White Lady (Classic) (Adapted),,,"1.5 oz no.3 london dry gin, .75 oz luxardo triplum (triple sec), .75 oz fresh lemon juice, .5 oz egg white",Shake all ingredients with ice then strain into a chilled cocktail glass.,0,1,0,1,0,0,0,
White Tie,Nick & Nora,,"1 oz luxardo bitter bianco, 2 oz no.3 london dry gin, 2 dash orange bitters, 1 bsp luxardo maraschino liqueur",Combine all ingredients in mixing glass with ice and stir. Strain into chilled cocktail coupe or Nick & Nora. Expel lemon peel over cocktail then place in glass.,0,1,0,0,0,0,1,
White Walker Flip,Royal Coupette,,"1 oz glenrothes vintage reserve, 1 oz king's ginger liqueur, .25 oz green chartreuse, .75 oz sweetened apple cider, 2 dash baked apple bitters, 1 whole egg",Dry shake whole egg until emulsified. Then add Kold Draft ice and all ingredients except bitters and shake vigorously until cold. Strain into chilled royal coupette and garnish with apple wheels.,0,0,0,1,0,0,1,
Willow,Coupe,,"1 oz old potrero straight rye whiskey, 1.5 oz barsol perfecto amor (aperitif wine), 1 bsp luxardo amaro abano, 1 dash angostura bitters","Combine all ingredients in a mixing glass, add ice and stir. Strain into a chilled coupe glass and garnish with a Luxardo Maraschino Cherry.",0,0,0,0,0,0,1,
Windtalker,Rocks Glass,,"1.5 oz hirsch small batch reserve bourbon, .75 oz luxardo amaretto di saschira, .5 oz king's ginger liqueur, .75 oz fresh lemon juice, .5 oz egg white",Shake ingredients with ice until well combined. Strain into a chilled tumbler or large rocks glass over ice sphere or large ice cubes. Garnish with orange peel (or slice) and Luxardo Original Maraschino Cherries on a pick.,0,1,0,0,0,0,0,
Winter Season,Coupe,,"2 oz barr hill honey gin, 1 oz lemon juice, .25 oz liquid alchemist orgeat, .25 oz luxardo maraschino liqueur, 1 bsp dijon blue curaçao","Spray the inside of the glass with absinthe, then sugar the external rim of the glass. Pour ingredients into a cocktail shaker. Shake and strain into the glass.",0,1,0,0,0,1,0,
Winter Swizzle,,,"2 oz pink pigeon rum, 1 oz fresh lime juice","Muddle a small handful of fresh mint leaves, ¾ oz simple syrup (equal parts sugar and water) 
1 oz fresh lime juice.
Add crushed ice to the glass to fill half way.
pour in 2 oz of Pink Pigeon.
Swizzle to incorporate ingredients and slowly add in the rest of the crushed ice.",0,1,0,0,0,0,0,
Yawkey Way ,,,"1.5 oz no.3 london dry gin, .5 oz smith & cross, .5 oz strawberry juice, .5 oz black tea syrup, .5 oz lemon juice, 2 dashes orange bitters",Shake with ice and strain into an ice-filled collins glass.,0,1,0,1,0,0,1,
Yellow Bird,Cocktail glass,New Era Drinks,"white rum,galliano,triple sec,lime juice",Shake and strain into a chilled cocktail glass,0,1,0,0,0,0,0,
"Yes, Queen!",,,"2 oz h by hine, 1 oz dolin dry vermouth, .5 tsp giffard banane du brésil, .5 tsp honey syrup",Served up with a lemon peel garnish.,0,0,0,0,0,1,0,
You Bet Your Ascot,,,"1.5 oz h by hine, .75 oz bonal, .5 oz luxardo amaro abano, .25 oz nocino",Combine all ingredients in a mixing glass. Stir until 2 oz water is diluted. Strain into a sherry or nosing glass. Flame and discard an orange peel. Drink deeply.,0,0,0,0,0,0,0,
You're Bitter Than That,Coupe,,".75 oz blanco tequila, .75 oz luxardo bitter bianco, .75 oz luxardo sangue morlacco cherry liqueur, .75 oz fresh lime juice, .25 oz rich simple syrup (2:1)",Mount all ingredients in a shaker tin. Add ice. Hard shake. Double strain into a chilled coupe glass. Garnish with orange twist.,0,1,0,1,0,1,1,
Ypioca Chile Punch,,,"2 part ypioca brasilizar cachaca prata classica, 1 part fresh lime juice, .5 part agave, .5 part ancho reyes ancho chile liqueur","For a punch, combine Ypioca, lime, agave and Ancho Reyes together. Add fresh pineapple chunks, 3 thin sliced chiles (seeds included) and 1 star anise to garnish.",0,1,0,0,0,1,0,
Ypioca Yellow Card,Highball Glass,,"1.5 oz ypioca brasilizar cachaca prata reserva especial, .5 oz king's ginger liqueur, 1 oz pineapple juice, .5 oz simple syrup, 2 oz coconut water, 1 fill soda water",Build all into highball. Fill with ice. Top with soda water. Place pineapple leaf vertically in the glass.,0,0,0,1,0,1,0,
Zippy's Revenge,Old-fashioned glass,,"amaretto,rum,kool-aid",Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,0,0,0,0,0,0,0,
Zorbatini,Cocktail glass,,"vodka,ouzo",Prepare like a Martini. Garnish with a green olive.,0,0,0,0,0,0,0,
